Ion, Observed , Rel. , Aki, Ek ,J
Fe I ,288.8497,1, ,58 321.383  ,4
Fe II ,288.8652, 110d ,3.10E+06,106 846.649  , 3/2 
Fe II ,288.8787,330, ,67 516.328  , 11/2 
Fe II ,288.8992," 800d,bl(Fe II)?* ", ,105 127.773  , 5/2 
Fe II ,288.8992," 800d,bl(Fe II)?* ", ,60 956.781  , 7/2 
 , , , , , 
Fe II ,288.9162, 120d? ,3.20E+06,104 916.552  , 9/2 
Fe II ,288.9387,1000,2.10E+07,105 123.005  , 7/2 
Fe II ,288.969, 190d? , ,79 885.523  , 5/2 
Fe I ,288.9864,2, ,56 592.703  ,4
Fe I ,288.98998,200,5.67E+05,53 983.293  ,5
 , , , , , 
Fe I ,288.99877,110, ,54 611.710  ,2
Fe III ,288.9998,220, ,116 975.21   ,2
Fe I ,289.032, 0? , ,59 360.198  ,1
Fe I ,289.0411,1, ,47 555.610  ,1
Fe I ,289.0823, 0d? , ,58 700.834  ,5
 , , , , , 
Fe I ,289.0859, 2bl* , ,60 806.670  ,3
Fe I ,289.0859, 2bl* , ,58 762.456  ,3
Fe II ,289.1043, 60d? , ,113 822.902  , 3/2 
Fe II ,289.1098, 170d? ,5.00E+05,99 688.355  , 7/2 
Fe II ,289.1239, 80d? , ,113 822.902  , 3/2 
 , , , , , 
Fe I ,289.1404,1, ,47 136.084  ,2
Fe I ,289.1692, 1bl , ,59 343.807  ,1
Fe I ,289.17082,110, ,55 446.008  ,4
Fe I ,289.1844,0, ,52 296.920  ,2
Fe I ,289.1906,129, ,54 357.405  ,3
 , , , , , 
Fe II ,289.2021,110, ,107 219.778  , 9/2 
Fe II ,289.2214,500, ,66 377.315  , 7/2 
Fe I ,289.2229, 1bl , ,54 603.140  ,1
Fe III ,289.2316,220, ,116 975.21   ,2
Fe I ,289.24774,302,8.78E+06,54 124.744  ,4
 , , , , , 
Fe III ,289.2524,270, ,151 536.85   ,1
Fe II ,289.2832, 900bl(Fe II)* ,1.80E+05,43 238.6066 , 5/2 
Fe II ,289.2832, 900bl(Fe II)* , ,106 796.679  , 5/2 
Fe II ,289.3183,120,3.10E+06,104 868.522  , 9/2 
Fe II ,289.341, 700d? , ,62 171.624  , 7/2 
 , , , , , 
Fe I ,289.3431,0, ,58 334.613  ,4
Fe I ,289.37625,331,1.76E+05,42 532.741  ,3
Fe III ,289.379,680, ,140 453.14   ,3
Fe I ,289.3833, 0bl , ,57 790.909  ,2
Fe I ,289.38804,710,6.88E+05,47 106.484  ,4
 , , , , , 
Fe II ,289.4067,700,8.00E+05,65 931.358  , 7/2 
Fe I ,289.4504,2820,4.83E+07,52 916.295  ,2
Fe II ,289.47771,5000,5.70E+06,60 887.606  , 11/2 
Fe I ,289.4863, 0? , ,56 783.322  ,3
Fe I ,289.4957, 0d? , ,60 757.596  ,4
 , , , , , 
Fe I ,289.50346,2820,4.24E+06,47 092.712  ,3
Fe III ,289.5073, 2000bl(Fe II) ,1.60E+07,124 955.09   ,1
Fe II ,289.5098,800,1.60E+06,62 151.554  , 5/2 
Fe II ,289.52192,7000,1.10E+07,66 012.775  , 9/2 
Fe II ,289.5301,110,6.00E+05,106 767.226  , 7/2 
 , , , , , 
Fe II ,289.535,800,9.00E+06,98 568.907  , 7/2 
Fe III ,289.5462,220, ,116 937.86   ,1
Fe II ,289.5757, 250d? , ,66 522.310  , 5/2 
Fe III ,289.6333,100, ,118 163.70   ,2
Fe I ,289.6444, (0)? , ,59 089.628  ,3
 , , , , , 
Fe II ,289.6471,110,2.20E+06,106 866.770  , 5/2 
Fe I ,289.6771,0, ,59 085.827  ,5
Fe II ,289.72639,11000,1.80E+07,62 125.604  , 3/2 
Fe I ,289.7457,0, ,58 683.804  ,2
Fe II ,289.75872,600,8.00E+06,104 107.939  , 7/2 
 , , , , , 
Fe I ,289.7643,1, ,54 289.034  ,3
Fe II ,289.7748, 700d? ,8.00E+05,68 000.785  , 9/2 
Fe II ,289.79464,900,8.00E+06,108 463.918  , 13/2 
Fe II ,289.79871,800,9.00E+06,98 445.410  , 9/2 
Fe II ,289.83246,1300,3.50E+07,104 807.215  , 9/2 
 , , , , , 
Fe I ,289.83504,251, ,54 404.779  ,3
Fe II ,289.8464, 90d? , ,107 886.868  , 7/2 
Fe I ,289.8541, 0d? , ,54 042.527  ,2
Fe II ,289.8738,700,1.00E+06,72 651.914  , 7/2 
Fe III ,289.876, 220bl(Fe II) , ,116 898.44   ,2
 , , , , , 
Fe I ,289.8863,3, ,52 213.230  ,3
Fe I ,289.92549, 324bl , ,58 600.344  ,3
Fe II ,289.92549, 3000bl(Fe I) ,3.80E+07,98 568.907  , 7/2 
Fe III ,289.9383,360,1.20E+06,124 904.09   ,2
Fe I ,289.94144, 1620bl ,4.68E+07,52 857.804  ,1
 , , , , , 
Fe I ,289.9681, 0d? , ,57 126.823  ,5
Fe II ,289.9844, 100d? , ,107 966.642  , 9/2 
Fe II ,290.0208,120,1.20E+07,104 993.879  , 7/2 
Fe II ,290.0237,130, ,104 120.244  , 5/2 
Fe III ,290.0535,410, ,151 535.03   ,2
 , , , , , 
Fe II ,290.06555,900,1.60E+07,110 065.766  , 5/2 
Fe II ,290.0768, 170d? ,2.90E+05,99 573.244  , 9/2 
Fe I ,290.0938,0, ,57 307.320  ,4
Fe II ,290.1021, 110d ,3.20E+06,106 722.187  , 9/2 
Fe I ,290.13805,1150,2.46E+06,47 017.188  ,3
 , , , , , 
Fe III ,290.141, 240bl(Fe II) , ,200 395.48   ,5
Fe II ,290.1473,500, ,60 625.446  , 11/2 
Fe II ,290.1537,1200, ,60 807.239  , 9/2 
Fe I ,290.1585,0, ,52 180.820  ,1
Fe I ,290.1805,5, ,47 419.687  ,2
 , , , , , 
Fe I ,290.19102,830,1.78E+07,53 800.859  ,5
Fe I ,290.1975,1, ,54 237.415  ,4
Fe II ,290.2056, 700d? , ,65 931.358  , 7/2 
Fe II ,290.22065,500,5.00E+06,107 065.951  , 3/2 
Fe II ,290.232,1000,8.80E+05,62 065.528  , 7/2 
 , , , , , 
Fe II ,290.2363, 110d ,6.00E+05,106 796.679  , 5/2 
Fe II ,290.2468,1400,3.20E+06,64 831.951  , 9/2 
Fe III ,290.247, 2600bl(Fe II) , ,116 937.86   ,1
Fe I ,290.2615,0, ,57 438.267  ,3
Fe XII , ,  ,8.00E+01,80 515      , 3/2 
 , , , , , 
Fe XII , ,  ,1.30E+00,80 515      , 3/2 
Fe II ,290.2778,350, ,94 880.585  , 1/2 
Fe II ,290.3386, 250d? , ,91 843.485  , 3/2 
Fe II ,290.3507, 100d? , ,107 826.940  , 3/2 
Fe I ,290.40844,120,1.78E+06,56 423.283  ,4
 , , , , , 
Fe I ,290.416,191, ,53 975.744  ,1
Fe II ,290.4373,400, ,60 402.333  , 5/2 
Fe III ,290.4428,6500,1.20E+07,124 904.09   ,2
Fe I ,290.4531,0, ,51 969.101  ,3
Fe II ,290.4557,180,5.90E+06,98 294.909  , 11/2 
 , , , , , 
Fe II ,290.469, 110d? , ,106 846.649  , 3/2 
Fe II ,290.4845,310,3.20E+06,106 767.226  , 7/2 
Fe II ,290.4876,280, ,94 685.083  , 5/2 
Fe I ,290.5181," 0d,bl? ", ,58 592.074  ,4
Fe II ,290.5181," 700d,bl(Fe I)? ", ,61 726.069  , 7/2 
 , , , , , 
Fe I ,290.5363,3, ,59 500.628  ,1
Fe I ,290.5504, 0d? , ,58 118.875  ,4
Fe II ,290.5505," 90d,bl(Fe I)? ",1.60E+06,110 008.310  , 9/2 
Fe I ,290.5571,0, ,60 757.596  ,4
Fe II ,290.57438,3100,2.90E+07,98 445.410  , 9/2 
 , , , , , 
Fe III ,290.58, 2100bl(Fe II) , ,131 445.12   ,2
Fe II ,290.6122,1000,4.40E+06,61 332.753  , 3/2 
Fe I ,290.64143,269, ,54 017.581  ,4
Fe II ,290.6583, 90bl(Fe I) , ,107 886.868  , 7/2 
Fe I ,290.6583, (0)bl , ,51 944.784  ,2
 , , , , , 
Fe II ,290.6632, 170bl(Fe II)* , ,102 394.764  , 7/2 
Fe II ,290.6632, 170bl(Fe II)* , ,106 632.487  , 3/2 
Fe I ,290.674, 1bl , ,54 013.752  ,5
Fe III ,290.7495,3600,2.50E+06,117 521.99   ,4
Fe I ,290.75172,1450,1.61E+07,56 382.662  ,5
 , , , , , 
Fe II ,290.7629, 600bl(Ne) , ,88 614.523  , 9/2 
Fe III ,290.7699,6500,9.00E+06,124 854.11   ,3
Fe II , ,  ,3.00E-03,36 252.931  , 5/2 
Fe I ,290.7792, (0)bl , ,58 719.040  ,3
Fe II ,290.7853,700,1.30E+05,42 334.8444 , 5/2 
 , , , , , 
Fe II ,290.8375, 130d? ,4.10E+06,104 023.921  , 5/2 
Fe III ,290.8648,550,8.00E+05,124 854.11   ,3
Fe II ,290.8654, 110d ,7.00E+05,106 722.187  , 9/2 
Fe I ,290.88558,309,8.98E+06,54 124.744  ,4
Fe I ,290.9113, 0d? , ,57 361.366  ,3
 , , , , , 
Fe I ,290.93145,110, ,53 983.293  ,5
Fe II ,290.9381,170,7.00E+05,83 868.450  , 5/2 
Fe II ,290.9548,310,6.00E+05,79 439.496  , 7/2 
Fe II ,290.9973, 700d? , ,61 974.931  , 3/2 
Fe I ,291.0663, 1bl , ,54 134.655  ,3
 , , , , , 
Fe II ,291.06861,3200,2.50E+07,98 294.909  , 11/2 
Fe II ,291.0762,700,1.50E+06,65 109.691  , 7/2 
Fe II ,291.0803," 120d,bl(Fe II)?* ", ,104 868.522  , 9/2 
Fe II ,291.0803," 120d,bl(Fe II)?* ", ,78 577.263  , 9/2 
Fe I ,291.0928,3,2.39E+06,56 592.703  ,4
 , , , , , 
Fe II ,291.1014,140,2.90E+06,106 866.770  , 5/2 
Fe I ,291.123,0, ,57 450.664  ,2
Fe II ,291.15538,600,2.00E+06,103 986.338  , 7/2 
Fe II ,291.17977,600,6.10E+07,103 983.496  , 7/2 
Fe I ,291.1915,-1, ,58 512.387  ,2
 , , , , , 
Fe I ,291.21571,12900,2.61E+06,34 328.752  ,3
Fe I ,291.22565,468,1.36E+06,46 888.517  ,2
Fe I ,291.2273, (5)bl , ,57 438.267  ,3
Fe II ,291.22987,350,5.00E+05,107 720.879  , 11/2 
Fe I ,291.3058,0, ,57 510.666  ,3
 , , , , , 
Fe I ,291.369,1, ,57 307.320  ,4
Fe I ,291.41964,219, ,52 682.920  ,2
Fe I ,291.43032,500,3.30E+06,47 272.027  ,1
Fe II ,291.446,80, ,112 878.815  , 11/2 
Fe I ,291.4513, 0d? , ,58 481.855  ,3
 , , , , , 
Fe II ,291.4607, 600d? , ,86 599.791  , 5/2 
Fe I ,291.4649, 0d? , ,58 480.308  ,3
Fe I ,291.5271, 0d , ,57 403.134  ,2
Fe III ,291.5978,140, ,118 443.27   ,3
Fe II ,291.598, 600bl(Fe I) , ,84 359.779  , 3/2 
 , , , , , 
Fe I ,291.598,0, ,57 528.512  ,2
Fe II ,291.6148, 900d? ,5.00E+04,42 237.0575 , 7/2 
Fe I ,291.6214, 3d , ,57 126.823  ,5
Fe II ,291.6214, 210bl(Fe I) ,1.60E+06,106 900.373  , 7/2 
Fe II ,291.6924,700,2.30E+05,60 625.446  , 11/2 
 , , , , , 
Fe II ,291.7084,700,2.70E+06,70 523.694  , 7/2 
Fe II ,291.7462, 900bl(Fe II)* , ,66 078.272  , 5/2 
Fe II ,291.7462, 900bl(Fe II)* ,1.40E+05,42 658.2444 , 7/2 
Fe II ,291.78334,1400,2.40E+07,99 068.465  , 3/2 
Fe I ,291.7872, 2bl , ,58 600.344  ,3
 , , , , , 
Fe I ,291.80246, 2820bl ,1.18E+08,60 365.637  ,6
Fe I ,291.81588,110, ,57 450.664  ,2
Fe I ,291.83526,680, ,53 808.356  ,1
Fe II ,291.85285,4000,2.60E+07,98 130.136  , 13/2 
Fe II ,291.8672, 120bl(Fe I) , ,110 167.303  , 7/2 
 , , , , , 
Fe I ,291.8672,1, ,59 343.807  ,1
Fe I ,291.88167,158, ,57 361.366  ,3
Fe II ,291.9085, 110d? ,5.00E+05,106 866.770  , 5/2 
Fe I ,291.92131,170, ,57 438.267  ,3
Fe I ,291.9608, 0d? , ,60 466.164  ,4
 , , , , , 
Fe I ,291.98403,347,7.44E+06,53 800.859  ,5
Fe II ,291.9993,100, ,107 728.935  , 5/2 
Fe II ,292.01849,2700,4.80E+07,99 068.465  , 3/2 
Fe I ,292.0283,2, ,54 271.062  ,1
Fe I ,292.0623,0, ,54 017.581  ,4
 , , , , , 
Fe I ,292.06904,2750,6.38E+06,47 197.010  ,2
Fe II ,292.0925, 80d? , ,113 557.048  , 9/2 
Fe I ,292.1031,1, ,56 874.916  ,6
Fe I ,292.1602, 2d , ,51 944.784  ,2
Fe I ,292.1715,2, ,54 004.718  ,3
 , , , , , 
Fe I ,292.1771,1, ,58 334.613  ,4
Fe II ,292.2025,1100,3.80E+06,65 696.053  , 9/2 
Fe I ,292.22126,100, ,57 403.134  ,2
Fe I ,292.23789,158, ,47 177.234  ,1
Fe III ,292.2467,240, ,200 395.48   ,5
 , , , , , 
Fe I ,292.26232,288, ,57 450.664  ,2
Fe I ,292.32854,1230,1.39E+08,60 549.116  ,5
Fe I ,292.3389,1, ,53 749.405  ,2
Fe I ,292.343, 6bl , ,53 586.510  ,5
Fe II ,292.34305, 1100bl(Fe I) , ,113 481.304  , 3/2 
 , , , , , 
Fe I ,292.34305,680, ,57 307.320  ,4
Fe I ,292.38524,2950,2.97E+07,55 907.178  ,5
Fe III ,292.3899,1800,1.10E+06,118 350.42   ,4
Fe I ,292.39914,89, ,55 905.536  ,4
Fe II ,292.4159,600,5.00E+05,72 352.046  , 7/2 
 , , , , , 
Fe I ,292.4355,2, ,57 897.051  ,5
Fe I ,292.4489, 0d? , ,46 744.993  ,3
Fe II ,292.4676,140, ,107 674.140  , 9/2 
Fe I ,292.4811, 0d? , ,57 291.238  ,2
Fe I ,292.5096, 1d , ,58 683.804  ,2
 , , , , , 
Fe I ,292.53575,1350,1.69E+07,56 423.283  ,4
Fe I ,292.5639, 3d , ,53 723.079  ,2
Fe I ,292.571,0, ,54 810.856  ,4
Fe I ,292.57843,347, ,57 361.366  ,3
Fe I ,292.58987,910,8.10E+05,47 136.084  ,2
 , , , , , 
Fe I ,292.6019,1, ,46 727.074  ,2
Fe II ,292.6082, 90d? , ,106 208.574  , 5/2 
Fe II ,292.6132, 100d ,6.00E+05,103 771.342  , 9/2 
Fe I ,292.6246, 1bl , ,57 160.142  ,3
Fe I ,292.6552,209, ,46 720.842  ,4
 , , , , , 
Fe II ,292.658524,30000,5.10E+06,42 114.8380 , 9/2 
Fe I ,292.66151,182, ,57 155.857  ,4
Fe I ,292.6694,2, ,57 403.134  ,2
Fe I ,292.6768,1, ,58 276.260  ,3
Fe I ,292.7549,2, ,60 254.170  ,5
 , , , , , 
Fe II ,292.7597,180,8.00E+05,106 767.226  , 7/2 
Fe II ,292.785,250,2.90E+06,106 796.679  , 5/2 
Fe I ,292.78813,151, ,53 696.867  ,1
Fe II ,292.7956, 170d? ,4.80E+06,98 568.907  , 7/2 
Fe I ,292.81022,209, ,51 692.010  ,3
 , , , , , 
Fe I ,292.8218,1, ,58 321.383  ,4
Fe II ,292.85019,800,2.40E+07,100 749.825  , 5/2 
Fe I ,292.87495,288, ,52 512.457  ,1
Fe I ,292.8805,2, ,57 917.254  ,4
Fe I ,292.90069,16600,5.10E+06,34 547.211  ,2
 , , , , , 
Fe I ,292.91082,2040, ,57 126.823  ,5
Fe I ,292.9117,10,1.53E+08,60 757.596  ,4
Fe I ,292.92379,158, ,57 125.250  ,4
Fe I ,292.9304,0, ,57 320.347  ,1
Fe I ,292.96177,490,6.72E+05,47 092.712  ,3
 , , , , , 
Fe II ,293.0278,110,1.10E+06,106 767.226  , 7/2 
Fe II ,293.0329, 100d? , ,108 613.977  , 5/2 
Fe I ,293.0393,1, ,60 466.164  ,4
Fe II ,293.0555, 100d? , ,107 750.540  , 1/2 
Fe II , ,  ,2.00E-03,37 227.277  , 1/2 
 , , , , , 
Fe I ,293.1413,3, ,53 891.526  ,3
Fe II ,293.1468,100, ,107 498.510  , 3/2 
Fe II ,293.1481, 800bl(Fe I) , ,61 035.285  , 1/2 
Fe I ,293.1481, (6)bl , ,57 813.942  ,3
Fe I ,293.1657, 0d? , ,51 827.413  ,2
 , , , , , 
Fe I ,293.18033, 182bl* , ,57 291.238  ,2
Fe I ,293.18033, 182bl* , ,56 097.836  ,3
Fe III ,293.2334,490, ,116 475.56   ,3
Fe X , ,  ,8.50E+00,422 795      , 7/2 
Fe II ,293.3479,320, ,66 078.272  , 5/2 
 , , , , , 
Fe II ,293.3718, 100d? ,8.00E+05,103 683.078  , 9/2 
Fe I ,293.3804,2, ,57 320.347  ,1
Fe II ,293.4012,250, ,65 556.271  , 9/2 
Fe II ,293.41464,600,6.50E+06,106 722.187  , 9/2 
Fe II ,293.4253, 110d? ,4.60E+05,106 722.187  , 9/2 
 , , , , , 
Fe II ,293.4298,110, ,103 172.173  , 5/2 
Fe I ,293.4371,3, ,51 619.076  ,3
Fe II ,293.4492, 700d? ,6.00E+05,64 831.951  , 9/2 
Fe II ,293.4594,120,8.00E+05,104 380.941  , 7/2 
Fe III ,293.4777,210, ,116 475.56   ,3
 , , , , , 
Fe I ,293.5232," 0d,bl ", ,57 055.616  ,3
Fe I ,293.5679, 1d , ,60 533.113  ,2
Fe II ,293.5883,1100,8.40E+07,109 652.241  , 5/2 
Fe II ,293.6013,600,5.00E+05,67 516.328  , 11/2 
Fe I ,293.60322,110, ,53 837.851  ,3
 , , , , , 
Fe I ,293.60672,182, ,57 160.142  ,3
Fe I ,293.61172,182, ,47 017.188  ,3
Fe I ,293.64376,200, ,57 155.857  ,4
Fe I ,293.6749, 0d? , ,57 233.843  ,2
Fe I ,293.69032,105000,1.40E+07,34 039.516  ,4
 , , , , , 
Fe II ,293.7065, 100d? , ,107 529.849  , 7/2 
Fe II ,293.7237, 80d? , ,108 642.450  , 5/2 
Fe I ,293.7465, 1d , ,56 871.345  ,3
Fe II ,293.7465, 140bl(Fe I) , ,107 525.187  , 5/2 
Fe I ,293.78065,1320, ,56 874.916  ,6
 , , , , , 
Fe I ,293.804,2, ,57 218.827  ,3
Fe II ,293.8135, 130bl , ,111 886.812  , 11/2 
Fe II ,293.824, 220d? , ,72 238.564  , 5/2 
Fe I ,293.8482,1, ,57 213.744  ,1
Fe I ,293.872,1, ,51 945.817  ,1
 , , , , , 
Fe II ,293.88497,1600,1.70E+07,99 573.244  , 9/2 
Fe I ,293.885, 1bl , ,58 197.914  ,4
Fe I ,293.90532,158, ,60 365.637  ,6
Fe III ,293.9063,140, ,118 686.41   ,4
Fe I ,293.908, 4bl , ,57 125.250  ,4
 , , , , , 
Fe II ,293.9125,500, ,66 012.775  , 9/2 
Fe III ,293.9269, 130h , ,151 534.30   ,3
Fe II ,293.9357, 110d , ,107 065.951  , 3/2 
Fe II ,293.9507,1100,4.00E+05,42 401.3198 , 3/2 
Fe III ,293.955, 1200bl(Fe II) , ,116 419.72   ,2
 , , , , , 
Fe II ,293.9868, 190? , ,78 237.709  , 7/2 
Fe II ,294.01128,2300,6.40E+07,103 608.921  , 9/2 
Fe II ,294.0453,280, ,72 212.989  , 1/2 
Fe I ,294.05875,398, ,56 842.733  ,5
Fe I ,294.06221,79, ,53 784.750  ,3
 , , , , , 
Fe II ,294.0905, 160d? ,2.40E+06,99 573.244  , 9/2 
Fe II ,294.0976, 130d? ,1.60E+06,99 688.355  , 7/2 
Fe II ,294.111, 130d? , ,103 597.409  , 5/2 
Fe I ,294.12346,158, ,53 610.412  ,4
Fe I ,294.127, 0d? , ,57 233.843  ,2
 , , , , , 
Fe I ,294.13425,15100,5.12E+06,34 692.148  ,1
Fe II ,294.1478, 90d ,6.80E+06,109 901.523  , 7/2 
Fe I ,294.1523,0, ,57 697.493  ,4
Fe III ,294.1817, 430h , ,199 702.21   ,3
Fe II ,294.2405, 100d? , ,107 371.685  , 5/2 
 , , , , , 
Fe I ,294.2625, 4bl* , ,58 480.308  ,3
Fe I ,294.2625, 4bl* , ,57 084.281  ,3
Fe II ,294.29372,1100,2.00E+07,100 492.025  , 7/2 
Fe III ,294.2987,320, ,116 380.24   ,1
Fe I ,294.3003,1, ,57 213.744  ,1
 , , , , , 
Fe I ,294.3117, 1bl , ,57 160.142  ,3
Fe II ,294.3117, 140bl(Fe I) , ,107 459.780  , 7/2 
Fe II ,294.3167,180,4.50E+05,106 097.530  , 9/2 
Fe III ,294.32, 330* , ,123 750.63   ,3
Fe III ,294.32, 330* , ,199 906.16   ,6
 , , , , , 
Fe I ,294.3303,0, ,53 586.510  ,5
Fe I ,294.35712,120, ,56 808.267  ,4
Fe II ,294.439523,40000,3.50E+07,47 626.110  , 1/2 
Fe I ,294.4525,3, ,56 789.699  ,2
Fe I ,294.50514, 600* , ,53 733.594  ,3
 , , , , , 
Fe I ,294.50514, 600* , ,60 085.504  ,2
Fe I ,294.5105,2, ,57 055.616  ,3
Fe I ,294.5223,0, ,57 213.744  ,1
Fe II ,294.5264,800,6.00E+04,42 334.8444 , 5/2 
Fe I ,294.5471,1, ,58 276.260  ,3
 , , , , , 
Fe I ,294.5601,0, ,56 777.262  ,3
Fe I ,294.5693, 3bl , ,58 118.875  ,4
Fe I ,294.56969,120, ,53 975.744  ,1
Fe II ,294.5815,290,2.20E+06,92 602.711  , 7/2 
Fe I ,294.586,0, ,60 563.614  ,3
 , , , , , 
Fe II ,294.5956, 90d? , ,107 572.279  , 5/2 
Fe II ,294.6046, 160d , ,88 209.461  , 7/2 
Fe I ,294.6099, 0d? , ,46 901.832  ,1
Fe II ,294.6181,320, ,65 931.358  , 7/2 
Fe III ,294.6862,210, ,116 419.72   ,2
 , , , , , 
Fe I ,294.6974,0, ,53 313.438  ,5
Fe I ,294.71205,89, ,60 549.116  ,5
Fe I ,294.7253, 0d , ,46 888.517  ,2
Fe I ,294.7361, 4bl , ,57 029.614  ,2
Fe I ,294.73618,710,9.30E+06,52 296.920  ,2
 , , , , , 
Fe II ,294.765492, 50000bl(Fe II)* ,2.01E+07,47 389.809  , 3/2 
Fe II ,294.765492, 50000bl(Fe II)* ,9.00E+05,106 045.712  , 11/2 
Fe I ,294.78758,83000,1.83E+07,34 328.752  ,3
Fe II ,294.8275, 110d? ,2.70E+05,106 924.441  , 9/2 
Fe III ,294.8385,1800,2.70E+06,117 068.82   ,3
 , , , , , 
Fe I ,294.84334,3310,3.32E+07,55 905.536  ,4
Fe II ,294.8558, 80d? , ,113 236.296  , 5/2 
Fe I ,294.8723, 5bl , ,60 254.170  ,5
Fe I ,294.87268,229, ,51 630.001  ,2
Fe II ,294.8882,170, ,106 520.612  , 7/2 
 , , , , , 
Fe I ,294.89495,282, ,51 827.854  ,1
Fe I ,294.8985,1, ,51 827.413  ,2
Fe II ,294.918121,28000,2.50E+07,64 286.354  , 7/2 
Fe I ,294.968,1, ,51 619.076  ,3
Fe I ,294.9702,2, ,57 084.281  ,3
 , , , , , 
Fe I ,295.02411,1950, ,56 536.048  ,7
Fe III ,295.0293,330, ,116 380.24   ,1
Fe II ,295.0367, 110d? , ,106 900.373  , 7/2 
Fe II ,295.0826,280, ,72 043.060  , 3/2 
Fe I ,295.0917,1, ,57 070.371  ,3
 , , , , , 
Fe II ,295.0917, 160bl(Fe I) , ,104 192.487  , 9/2 
Fe II ,295.0977,160,4.80E+06,99 573.244  , 9/2 
Fe II ,295.1091,700,7.00E+05,59 663.440  , 3/2 
Fe II ,295.1321, 90d , ,109 474.060  , 9/2 
Fe I ,295.13583,89, ,53 661.079  ,3
 , , , , , 
Fe I ,295.15488,100, ,60 095.599  ,4
Fe III ,295.1637, 210* , ,116 365.03   ,0
Fe III ,295.1637, 210* , ,139 764.50   ,2
Fe III ,295.1999,240, ,199 805.04   ,4
Fe I ,295.2196, 0d? , ,57 055.616  ,3
 , , , , , 
Fe II ,295.2369, 100d? , ,107 498.510  , 3/2 
Fe I ,295.2564,0, ,51 409.124  ,4
Fe II ,295.2708, 160bl , ,104 380.941  , 7/2 
Fe II ,295.2941, 80d? , ,109 455.629  , 5/2 
Fe II ,295.3292, 90d? , ,106 866.770  , 5/2 
 , , , , , 
Fe I ,295.34855,2000,3.64E+07,56 097.836  ,3
Fe I ,295.35389,120, ,56 844.475  ,4
Fe I ,295.36908,191, ,56 842.733  ,5
Fe II ,295.377401,23000,5.20E+06,42 237.0575 , 7/2 
Fe I ,295.39398,69000,1.89E+07,34 547.211  ,2
 , , , , , 
Fe II ,295.4056, 700d ,1.20E+06,61 156.827  , 7/2 
Fe I ,295.4107," 0d,bl ", ,56 952.213  ,2
Fe II ,295.4197, 120d? ,3.50E+06,99 918.563  , 3/2 
Fe I ,295.43441, 110bl* , ,60 178.254  ,1
Fe I ,295.43441, 110bl* , ,60 466.164  ,4
 , , , , , 
Fe I ,295.46521,1410,1.06E+07,52 213.230  ,3
Fe I ,295.4928,1, ,54 706.387  ,2
Fe I ,295.4983, 1bl* , ,51 381.457  ,4
Fe I ,295.4983, 1bl* , ,53 393.673  ,4
Fe III ,295.5058,340, ,117 068.82   ,3
 , , , , , 
Fe II ,295.5608,260, ,107 217.854  , 9/2 
Fe II , ,  ,5.90E-03,36 252.931  , 5/2 
Fe III ,295.6303,250, ,200 003.89   ,7
Fe I ,295.67012,240, ,56 808.267  ,4
Fe I ,295.6856,324,1.77E+06,55 525.562  ,5
 , , , , , 
Fe I ,295.73643,46800,1.77E+07,34 692.148  ,1
Fe I ,295.74844,720,1.31E+07,52 180.820  ,1
Fe II ,295.7732, 190d? , ,78 844.031  , 1/2 
Fe I ,295.7854, 0d? , ,57 917.254  ,4
Fe I ,295.802, 0d? , ,58 132.249  ,2
 , , , , , 
Fe II ,295.8117,290,1.50E+06,92 426.967  , 9/2 
Fe III ,295.8284,840,1.50E+06,118 163.70   ,2
Fe II ,295.8301," 120d,bl(Fe I) ",4.80E+06,104 107.939  , 7/2 
Fe I ,295.8301, 0d , ,57 974.137  ,2
Fe II ,295.8375, 170d? , ,83 868.450  , 5/2 
 , , , , , 
Fe I ,295.84526,120, ,55 790.696  ,3
Fe II ,295.8523,600,1.60E+06,78 237.709  , 7/2 
Fe I ,295.8678, 0d? , ,60 128.60   ,2
Fe II ,295.9118, 110d? ,2.70E+06,106 045.712  , 11/2 
Fe I ,295.93245,257, ,56 432.021  ,5
 , , , , , 
Fe II ,295.95994,6000,1.00E+07,61 093.406  , 5/2 
Fe I ,295.968,690, ,56 427.977  ,6
Fe II ,295.98347,9000,1.40E+07,78 690.860  , 5/2 
Fe I ,295.9992,8500,5.02E+07,55 489.742  ,6
Fe II ,296.0165, 100d , ,107 165.760  , 7/2 
 , , , , , 
Fe I ,296.02961,660, ,53 808.356  ,1
Fe V , ,  ,3.00E+00,71 280.3    ,4
Fe I ,296.0499, 1bl , ,54 807.250  ,1
Fe I ,296.05506,324, ,53 388.637  ,4
Fe I ,296.06592,288,8.48E+06,57 550.010  ,4
 , , , , , 
Fe I ,296.0766,2, ,56 761.878  ,5
Fe I ,296.0803, 0d , ,59 664.704  ,4
Fe II ,296.1095,250, ,78 690.860  , 5/2 
Fe II ,296.1156, 240d , ,92 426.967  , 9/2 
Fe I ,296.1222,0, ,58 334.613  ,4
 , , , , , 
Fe II ,296.1273,1100,9.00E+05,42 439.8511 , 1/2 
Fe I ,296.135,1, ,46 727.074  ,2
Fe II ,296.1361, 130bl(Fe I) , ,108 365.344  , 7/2 
Fe I ,296.1449,1, ,60 097.024  ,3
Fe II ,296.1477,170,2.30E+06,99 688.355  , 7/2 
 , , , , , 
Fe I ,296.1711,0, ,51 304.604  ,4
